"accession","biosample_acc","length","genome_region","host","country","isolation","collection_date","release_date","name"
"ALG01303","SAMN04040321","739","NP","Homo sapiens","Liberia","blood","2014/09/26","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR10224, partial genome"
"ALG01304","SAMN04040321","340","vp35","Homo sapiens","Liberia","blood","2014/09/26","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR10224, partial genome"
"ALG01305","SAMN04040321","326","vp40","Homo sapiens","Liberia","blood","2014/09/26","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR10224, partial genome"
"ALG01306","SAMN04040321","676","GP-Spike","Homo sapiens","Liberia","blood","2014/09/26","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR10224, partial genome"
"ALG01307","SAMN04040321","364","GP-Small","Homo sapiens","Liberia","blood","2014/09/26","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR10224, partial genome"
"ALG01308","SAMN04040321","297","GP-Second","Homo sapiens","Liberia","blood","2014/09/26","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR10224, partial genome"
"ALG01309","SAMN04040321","288","vp30","Homo sapiens","Liberia","blood","2014/09/26","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR10224, partial genome"
"ALG01310","SAMN04040321","251","vp24","Homo sapiens","Liberia","blood","2014/09/26","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR10224, partial genome"
"ALG01311","SAMN04040321","2212","L","Homo sapiens","Liberia","blood","2014/09/26","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR10224, partial genome"
"ALG01321","SAMN04040322","739","NP","Homo sapiens","Liberia","blood","2014/09/26","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR10226, partial genome"
"ALG01322","SAMN04040322","340","vp35","Homo sapiens","Liberia","blood","2014/09/26","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR10226, partial genome"
"ALG01323","SAMN04040322","326","vp40","Homo sapiens","Liberia","blood","2014/09/26","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR10226, partial genome"
"ALG01324","SAMN04040322","676","GP-Spike","Homo sapiens","Liberia","blood","2014/09/26","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR10226, partial genome"
"ALG01325","SAMN04040322","364","GP-Small","Homo sapiens","Liberia","blood","2014/09/26","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR10226, partial genome"
"ALG01326","SAMN04040322","297","GP-Second","Homo sapiens","Liberia","blood","2014/09/26","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR10226, partial genome"
"ALG01327","SAMN04040322","288","vp30","Homo sapiens","Liberia","blood","2014/09/26","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR10226, partial genome"
"ALG01328","SAMN04040322","251","vp24","Homo sapiens","Liberia","blood","2014/09/26","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR10226, partial genome"
"ALG01329","SAMN04040322","2212","L","Homo sapiens","Liberia","blood","2014/09/26","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR10226, partial genome"
"ALG01771","SAMN04040323","739","NP","Homo sapiens","Liberia","blood","2014/09/26","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR10230, partial genome"
"ALG01772","SAMN04040323","340","vp35","Homo sapiens","Liberia","blood","2014/09/26","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR10230, partial genome"
"ALG01773","SAMN04040323","326","vp40","Homo sapiens","Liberia","blood","2014/09/26","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR10230, partial genome"
"ALG01774","SAMN04040323","676","GP-Spike","Homo sapiens","Liberia","blood","2014/09/26","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR10230, partial genome"
"ALG01775","SAMN04040323","364","GP-Small","Homo sapiens","Liberia","blood","2014/09/26","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR10230, partial genome"
"ALG01776","SAMN04040323","297","GP-Second","Homo sapiens","Liberia","blood","2014/09/26","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR10230, partial genome"
"ALG01777","SAMN04040323","281","vp30","Homo sapiens","Liberia","blood","2014/09/26","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR10230, partial genome"
"ALG01778","SAMN04040323","251","vp24","Homo sapiens","Liberia","blood","2014/09/26","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR10230, partial genome"
"ALG01779","SAMN04040323","2212","L","Homo sapiens","Liberia","blood","2014/09/26","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR10230, partial genome"
"ALG01060","SAMN04040324","739","NP","Homo sapiens","Liberia","blood","2014/07/11","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR10237, partial genome"
"ALG01061","SAMN04040324","340","vp35","Homo sapiens","Liberia","blood","2014/07/11","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR10237, partial genome"
"ALG01062","SAMN04040324","326","vp40","Homo sapiens","Liberia","blood","2014/07/11","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR10237, partial genome"
"ALG01063","SAMN04040324","676","GP-Spike","Homo sapiens","Liberia","blood","2014/07/11","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR10237, partial genome"
"ALG01064","SAMN04040324","364","GP-Small","Homo sapiens","Liberia","blood","2014/07/11","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR10237, partial genome"
"ALG01065","SAMN04040324","297","GP-Second","Homo sapiens","Liberia","blood","2014/07/11","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR10237, partial genome"
"ALG01066","SAMN04040324","288","vp30","Homo sapiens","Liberia","blood","2014/07/11","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR10237, partial genome"
"ALG01067","SAMN04040324","251","vp24","Homo sapiens","Liberia","blood","2014/07/11","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR10237, partial genome"
"ALG01068","SAMN04040324","2212","L","Homo sapiens","Liberia","blood","2014/07/11","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR10237, partial genome"
"ALG01483","SAMN04040325","739","NP","Homo sapiens","Liberia","blood","2014/07/18","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR10238, partial genome"
"ALG01484","SAMN04040325","340","vp35","Homo sapiens","Liberia","blood","2014/07/18","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR10238, partial genome"
"ALG01485","SAMN04040325","326","vp40","Homo sapiens","Liberia","blood","2014/07/18","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR10238, partial genome"
"ALG01486","SAMN04040325","676","GP-Spike","Homo sapiens","Liberia","blood","2014/07/18","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR10238, partial genome"
"ALG01487","SAMN04040325","364","GP-Small","Homo sapiens","Liberia","blood","2014/07/18","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR10238, partial genome"
"ALG01488","SAMN04040325","297","GP-Second","Homo sapiens","Liberia","blood","2014/07/18","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR10238, partial genome"
"ALG01489","SAMN04040325","288","vp30","Homo sapiens","Liberia","blood","2014/07/18","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR10238, partial genome"
"ALG01490","SAMN04040325","251","vp24","Homo sapiens","Liberia","blood","2014/07/18","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR10238, partial genome"
"ALG01491","SAMN04040325","2212","L","Homo sapiens","Liberia","blood","2014/07/18","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR10238, partial genome"
"ALG01501","SAMN04040326","739","NP","Homo sapiens","Liberia","blood","2014/07/19","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR10239, partial genome"
"ALG01502","SAMN04040326","340","vp35","Homo sapiens","Liberia","blood","2014/07/19","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR10239, partial genome"
"ALG01503","SAMN04040326","326","vp40","Homo sapiens","Liberia","blood","2014/07/19","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR10239, partial genome"
"ALG01504","SAMN04040326","676","GP-Spike","Homo sapiens","Liberia","blood","2014/07/19","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR10239, partial genome"
"ALG01505","SAMN04040326","364","GP-Small","Homo sapiens","Liberia","blood","2014/07/19","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR10239, partial genome"
"ALG01506","SAMN04040326","297","GP-Second","Homo sapiens","Liberia","blood","2014/07/19","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR10239, partial genome"
"ALG01507","SAMN04040326","288","vp30","Homo sapiens","Liberia","blood","2014/07/19","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR10239, partial genome"
"ALG01508","SAMN04040326","251","vp24","Homo sapiens","Liberia","blood","2014/07/19","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR10239, partial genome"
"ALG01509","SAMN04040326","2212","L","Homo sapiens","Liberia","blood","2014/07/19","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR10239, partial genome"
"ALG01465","SAMN04040327","739","NP","Homo sapiens","Liberia","blood","2014/06/24","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR10240, partial genome"
"ALG01466","SAMN04040327","340","vp35","Homo sapiens","Liberia","blood","2014/06/24","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR10240, partial genome"
"ALG01467","SAMN04040327","326","vp40","Homo sapiens","Liberia","blood","2014/06/24","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR10240, partial genome"
"ALG01468","SAMN04040327","676","GP-Spike","Homo sapiens","Liberia","blood","2014/06/24","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR10240, partial genome"
"ALG01469","SAMN04040327","364","GP-Small","Homo sapiens","Liberia","blood","2014/06/24","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR10240, partial genome"
"ALG01470","SAMN04040327","297","GP-Second","Homo sapiens","Liberia","blood","2014/06/24","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR10240, partial genome"
"ALG01471","SAMN04040327","288","vp30","Homo sapiens","Liberia","blood","2014/06/24","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR10240, partial genome"
"ALG01472","SAMN04040327","251","vp24","Homo sapiens","Liberia","blood","2014/06/24","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR10240, partial genome"
"ALG01473","SAMN04040327","2212","L","Homo sapiens","Liberia","blood","2014/06/24","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR10240, partial genome"
"ALG00943","SAMN04040328","739","NP","Homo sapiens","Liberia","blood","2014/06/25","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR10241, partial genome"
"ALG00944","SAMN04040328","340","vp35","Homo sapiens","Liberia","blood","2014/06/25","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR10241, partial genome"
"ALG00945","SAMN04040328","326","vp40","Homo sapiens","Liberia","blood","2014/06/25","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR10241, partial genome"
"ALG00946","SAMN04040328","676","GP-Spike","Homo sapiens","Liberia","blood","2014/06/25","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR10241, partial genome"
"ALG00947","SAMN04040328","364","GP-Small","Homo sapiens","Liberia","blood","2014/06/25","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR10241, partial genome"
"ALG00948","SAMN04040328","297","GP-Second","Homo sapiens","Liberia","blood","2014/06/25","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR10241, partial genome"
"ALG00949","SAMN04040328","281","vp30","Homo sapiens","Liberia","blood","2014/06/25","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR10241, partial genome"
"ALG00950","SAMN04040328","251","vp24","Homo sapiens","Liberia","blood","2014/06/25","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR10241, partial genome"
"ALG00951","SAMN04040328","2212","L","Homo sapiens","Liberia","blood","2014/06/25","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR10241, partial genome"
"ALG01573","SAMN04040329","739","NP","Homo sapiens","Liberia","blood","2014/07/01","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR10245, partial genome"
"ALG01574","SAMN04040329","340","vp35","Homo sapiens","Liberia","blood","2014/07/01","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR10245, partial genome"
"ALG01575","SAMN04040329","326","vp40","Homo sapiens","Liberia","blood","2014/07/01","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR10245, partial genome"
"ALG01576","SAMN04040329","676","GP-Spike","Homo sapiens","Liberia","blood","2014/07/01","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR10245, partial genome"
"ALG01577","SAMN04040329","364","GP-Small","Homo sapiens","Liberia","blood","2014/07/01","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR10245, partial genome"
"ALG01578","SAMN04040329","297","GP-Second","Homo sapiens","Liberia","blood","2014/07/01","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR10245, partial genome"
"ALG01579","SAMN04040329","288","vp30","Homo sapiens","Liberia","blood","2014/07/01","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR10245, partial genome"
"ALG01580","SAMN04040329","251","vp24","Homo sapiens","Liberia","blood","2014/07/01","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR10245, partial genome"
"ALG01581","SAMN04040329","2212","L","Homo sapiens","Liberia","blood","2014/07/01","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR10245, partial genome"
"ALG01078","SAMN04040330","739","NP","Homo sapiens","Liberia","blood","2014/07/14","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR10248, partial genome"
"ALG01079","SAMN04040330","340","vp35","Homo sapiens","Liberia","blood","2014/07/14","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR10248, partial genome"
"ALG01080","SAMN04040330","326","vp40","Homo sapiens","Liberia","blood","2014/07/14","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR10248, partial genome"
"ALG01081","SAMN04040330","676","GP-Spike","Homo sapiens","Liberia","blood","2014/07/14","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR10248, partial genome"
"ALG01082","SAMN04040330","364","GP-Small","Homo sapiens","Liberia","blood","2014/07/14","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR10248, partial genome"
"ALG01083","SAMN04040330","297","GP-Second","Homo sapiens","Liberia","blood","2014/07/14","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR10248, partial genome"
"ALG01084","SAMN04040330","288","vp30","Homo sapiens","Liberia","blood","2014/07/14","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR10248, partial genome"
"ALG01085","SAMN04040330","251","vp24","Homo sapiens","Liberia","blood","2014/07/14","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR10248, partial genome"
"ALG01086","SAMN04040330","2212","L","Homo sapiens","Liberia","blood","2014/07/14","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR10248, partial genome"
"ALG02077","SAMN04040331","739","NP","Homo sapiens","Liberia","blood","2014/07/04","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR10249, partial genome"
"ALG02078","SAMN04040331","340","vp35","Homo sapiens","Liberia","blood","2014/07/04","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR10249, partial genome"
"ALG02079","SAMN04040331","326","vp40","Homo sapiens","Liberia","blood","2014/07/04","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR10249, partial genome"
"ALG02080","SAMN04040331","676","GP-Spike","Homo sapiens","Liberia","blood","2014/07/04","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR10249, partial genome"
"ALG02081","SAMN04040331","364","GP-Small","Homo sapiens","Liberia","blood","2014/07/04","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR10249, partial genome"
"ALG02082","SAMN04040331","297","GP-Second","Homo sapiens","Liberia","blood","2014/07/04","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR10249, partial genome"
"ALG02083","SAMN04040331","288","vp30","Homo sapiens","Liberia","blood","2014/07/04","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR10249, partial genome"
"ALG02084","SAMN04040331","251","vp24","Homo sapiens","Liberia","blood","2014/07/04","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR10249, partial genome"
"ALG02085","SAMN04040331","2212","L","Homo sapiens","Liberia","blood","2014/07/04","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR10249, partial genome"
"ALG01825","SAMN04040332","739","NP","Homo sapiens","Liberia","blood","2014/06/23","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR10250, partial genome"
"ALG01826","SAMN04040332","340","vp35","Homo sapiens","Liberia","blood","2014/06/23","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR10250, partial genome"
"ALG01827","SAMN04040332","326","vp40","Homo sapiens","Liberia","blood","2014/06/23","2015/11/24","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/LBR/2014/Makona-LIBR10250, partial genome"
